question,answer
진짜 판화에 도전하고 싶어ㅎㅎ,정말요! 더 이야기해주세요 😊
지금 잠 못 자고 있어,잠이 안 오시는군요. 따뜻한 음료를 마시거나 가벼운 스트레칭을 해보세요.
진짜 변호사 배우고 싶어,정말요! 더 이야기해주세요 😊
진짜 제주도에 도전하고 싶어?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
원래 자전거 하면 어때 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
어떻게 반가워,저도 반가워요! 무슨 이야기를 나눌까요?
갑자기 캘리그라피 쉬워요,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
달이 얼마나 멀어,"달은 지구에서 평균 약 38만 4,400km 떨어져 있어요."
어떻게 수학이 어려워,수학은 기초부터 차근차근 쌓아가는 게 중요해요.
진짜 파스타 너무 어려워?,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
진짜 드럼 왜 하는 거야?,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
생물 시험 봐야 해,시험 준비 잘 하셨나요? 생물 핵심 개념을 다시 한 번 정리해보세요!
나 드럼 진짜 재미있어요,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 라면에 대해 알려줘 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 음악 쉬워?,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
햄버거 맛있어,햄버거이 맛있으셨군요! 어디서 드셨어요?
서울 어때,서울은(는) 가볼 만한 훌륭한 여행지예요!
필라테스 강사 추천해줘,필라테스 강습은 지역 문화센터나 유튜브 강의를 먼저 찾아보세요!
오늘도 필라테스 포기했어ㅠㅠ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
진짜 교수 진짜 재미있어 진짜,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 삼겹살에 도전하고 싶어 정말,함께 이야기해봐요! 어떤 부분이 궁금하세요?
햄버거 어디서 먹어,맛있는 햄버거집은 지역 맛집 앱이나 블로그에서 찾아보시면 좋아요!
요즘 엔지니어 포기했어ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 라스베이거스 잘 하고 싶어요,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 화가에 대해 알려줘요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
요즘 승무원 재미있어 정말,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
나 명상 해봤어,명상은 스트레스 해소에 정말 좋아요! 어떤 방법을 써보셨어요?
오늘도 음악 공부중이야요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
냉면 칼로리 얼마야,냉면의 칼로리는 종류에 따라 다르지만 영양 정보 앱에서 확인해보세요!
원래 야구 끝냈어ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 농구 좋아해 정말,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 우쿨렐레 하면 어때 정말,정말요! 더 이야기해주세요 😊
혹시 승무원 진짜 재미있어ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
초콜릿 먹고 싶어,달콤한 초콜릿은 기분 전환에도 좋죠!
진짜 승무원에 대해 알려줘ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
팬케이크 쉬워ㅠㅠ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
색소폰 어려워,색소폰은(는) 처음엔 어렵지만 꾸준히 하면 늘어요! 포기하지 마세요!
원래 서핑 언제부터 했어 진짜,정말요! 더 이야기해주세요 😊
갑자기 정치 시작했어?,정말요! 더 이야기해주세요 😊
진짜 탱고 끝냈어 진짜,정말요! 더 이야기해주세요 😊
혹시 샌드위치 진짜 재미있어 진짜,함께 이야기해봐요! 어떤 부분이 궁금하세요?
갑자기 재즈댄스 공부중이야ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
화가 배우고 싶어,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
나 팬케이크 너무 어려워?,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
오늘도 농구 진짜 재미있어 정말,흥미롭네요! 더 자세히 이야기해봐요.
좀 커피 마실래,커피는 하루의 활력소죠! 어떤 커피를 좋아하세요?
요즘 전주에 도전하고 싶어?,정말요! 더 이야기해주세요 😊
오늘 힘들어,걱정하지 마세요. 모든 것은 결국 지나가요.
전주 언제부터 했어,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
진짜 캘리그라피 끝냈어ㅠㅠ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
나 라스베이거스 재미있어?,좋은 도전이에요! 최선을 다해보세요. 응원해요!
고마워 어때요,천만에요! 도움이 되어서 기뻐요!
요즘 파스타 잘 하고 싶어 진짜,정말요! 더 이야기해주세요 😊
나 제주도 끝냈어요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 오사카 끝냈어 정말,함께 이야기해봐요! 어떤 부분이 궁금하세요?
원래 크레페 해봤어요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
혹시 클라이밍 배우고 싶어?,정말요! 더 이야기해주세요 😊
나 배가 아파,따뜻한 물 마시고 잠깐 누워 보세요.
진짜 도쿄 재미있어ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 교수 너무 어려워요,좋은 도전이에요! 최선을 다해보세요. 응원해요!
갑자기 화나,걱정하지 마세요. 모든 것은 결국 지나가요.
나 기타 너무 어려워ㅎㅎ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
와플 먹어봤어,와플 드셔보셨군요! 맛이 어떠셨나요?
갑자기 스키 해봤어ㅎㅎ,정말요! 더 이야기해주세요 😊
샐러드 좋아해,샐러드을(를) 좋아하시는군요! 어떤 집 샐러드을 가장 좋아하세요?
좀 즐거워,즐거운 하루 보내고 계시는군요! 좋아요 😊
짜장면 어려워ㅠㅠ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
혹시 와플 공부중이야?,함께 이야기해봐요! 어떤 부분이 궁금하세요?
혹시 대구 왜 하는 거야ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
아침에 일어났어,좋은 아침이에요! 상쾌한 하루 시작하세요!
원래 떡볶이 시작했어 진짜,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
너 친절해,과찬이에요! 더 잘 하도록 노력할게요!
원래 미술에 도전하고 싶어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
교토 얼마나 걸려,교토까지 거리는 출발지에 따라 다르니 지도 앱으로 확인해보세요!
원래 유화 공부중이야요,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
오늘도 발리 왜 하는 거야ㅎㅎ,정말요! 더 이야기해주세요 😊
오늘도 스키 재미있어,정말요! 더 이야기해주세요 😊
혹시 어부 너무 어려워ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
요즘 로마 너무 어려워 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
오늘도 마카롱 좋아해요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
권투 장비 뭐가 필요해,권투을(를) 시작하려면 기본 장비부터 갖추는 게 중요해요!
영어 시험 봐야 해,시험 준비 잘 하셨나요? 영어 핵심 개념을 다시 한 번 정리해보세요!
라면 맛있어,라면이 맛있으셨군요! 어디서 드셨어요?
원래 불고기 끝냈어 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 유화 진짜 재미있어ㅠㅠ,정말요! 더 이야기해주세요 😊
갑자기 로스앤젤레스 진짜 재미있어 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 샐러드 진짜 재미있어요,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
요즘 선생님 끝냈어ㅠㅠ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
나 포기하고 싶어,포기하지 마세요! 지금 이 순간이 가장 힘든 고비일 수 있어요.
혹시 초밥에 도전하고 싶어ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
진짜 부산에 도전하고 싶어?,좋은 도전이에요! 최선을 다해보세요. 응원해요!
혹시 탁구 너무 어려워ㅠㅠ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
진짜 소방관 너무 어려워 정말,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
진짜 한국무용 하면 어때,정말요! 더 이야기해주세요 😊
요즘 클라리넷 추천해줘 진짜,함께 이야기해봐요! 어떤 부분이 궁금하세요?
진짜 사회학 시작했어?,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
혹시 농부 어려워?,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 화가에 도전하고 싶어요,좋은 도전이에요! 최선을 다해보세요. 응원해요!
포기하고 싶어요,포기하지 마세요! 지금 이 순간이 가장 힘든 고비일 수 있어요.
떡볶이 먹고 싶어요?,달콤 매콤한 떡볶이! 정말 맛있죠 😊
갑자기 경주 잘 하고 싶어ㅎㅎ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
국어 포기하고 싶어,국어이 힘드시군요. 쉬운 부분부터 다시 시작해보는 건 어때요?
원래 재즈댄스 잘 하고 싶어?,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 드럼 공부중이야ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
오늘도 군인 어려워?,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
오늘도 도쿄 쉬워 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
선생님이 되고 싶어,선생님이(가) 되려면 관련 학과 진학이나 자격증 취득이 도움이 돼요!
원래 불고기 왜 하는 거야 진짜,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 화학 해봤어ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
오늘도 암스테르담 해봤어?,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
비보이 어려워,비보이은(는) 처음엔 어렵지만 꾸준히 하면 늘어요! 포기하지 마세요!
갑자기 재즈댄스 해봤어 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
갑자기 서예에 대해 알려줘 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
혹시 비빔밥 하면 어때?,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
자전거 배우고 싶어,자전거은(는) 기초 기술부터 차근차근 배우면 금방 실력이 늘어요!
오늘도 냉면에 도전하고 싶어ㅠㅠ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
시카고 여행 계획 중이야,시카고 여행 기대되겠어요! 현지 날씨와 입장료 등을 미리 확인해보세요.
판화 추천해줘ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
원래 서예 하면 어때ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
떡볶이 너무 어려워 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
힘들어요,정말 고생이 많으시네요. 어떤 점이 힘드세요?
농담 해줘,왜 수학책은 슬플까요? 문제가 너무 많아서요! 😄
뭐 먹을까 알려줘,기분에 따라 좋아하는 음식 드세요! 뭐 좋아하세요?
로마 여행 계획 중이야,로마 여행 기대되겠어요! 현지 날씨와 입장료 등을 미리 확인해보세요.
오늘도 군인 왜 하는 거야?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
원래 디자이너 공부중이야ㅠㅠ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
오늘도 유화 쉬워 진짜,흥미롭네요! 더 자세히 이야기해봐요.
원래 부대찌개 해봤어 정말,정말요! 더 이야기해주세요 😊
갑자기 서예에 대해 알려줘ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
나 짜장면에 대해 알려줘ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
혹시 소방관 공부중이야요,좋은 도전이에요! 최선을 다해보세요. 응원해요!
진짜 등산 공부중이야,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
갑자기 클라이밍에 대해 알려줘 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 라스베이거스 배우고 싶어 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
나 왈츠 어려워,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
라스베이거스 시작했어?,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
나 도쿄 좋아해요,흥미롭네요! 더 자세히 이야기해봐요.
수학이 어려워요?,수학은 기초부터 차근차근 쌓아가는 게 중요해요.
정말 행복해,기분이 좋으시군요! 무슨 좋은 일이 있으셨나요?
국어 진짜 재미있어ㅠㅠ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
배구 잘 하고 싶어,배구을(를) 잘 하려면 꾸준한 연습과 기초 체력이 중요해요!
원래 수원 잘 하고 싶어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
갑자기 운동선수 쉬워ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 샐러드 하면 어때요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
혹시 우쿨렐레 진짜 재미있어 진짜,정말요! 더 이야기해주세요 😊
오늘도 필라테스에 대해 알려줘 진짜,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
힙합댄스 잘 하고 싶어 정말,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
왜 머리가 아파,물 마시고 잠깐 쉬어보세요. 심하면 병원에 가세요.
원래 음악가에 도전하고 싶어ㅎㅎ,정말요! 더 이야기해주세요 😊
